"";"mock1";"mock2";"mock3";"hrcc1";"hrcc2";"hrcc3"
"AT1G01560";"18.4631822414972";"16.4626137673573";"40.5125488731387";"37.6193095284099";"90.1895750586918";"57.4958853411744"
"AT1G01600";"3.46184667028073";"15.3651061828668";"2.17031511820386";"7.7167814417251";"40.4298095090688";"2.61344933368975"
"AT1G01610";"286.179324743207";"385.225162156162";"352.31448752176";"171.698387078383";"152.389281995721";"212.996120695714"
"AT1G01620";"615.054758419876";"470.83075374642";"353.761364267229";"176.521375479462";"180.379150117384";"195.355337693308"
"AT1G01630";"79.6224734164568";"64.7529474849389";"96.2173035737044";"83.9199981787605";"65.3096922838803";"68.6030450093558"
"AT1G01640";"3.46184667028073";"6.58504550694294";"7.95782210008082";"7.7167814417251";"9.32995604055433";"7.84034800106924"
"AT1G01650";"205.402902436657";"129.505894969878";"136.006414074109";"186.167352281618";"152.389281995721";"194.048613026464"
"AT1G01660";"10.3855400108422";"23.0476592743003";"5.78750698187696";"1.92919536043128";"6.21997069370289";"6.53362333422436"
"AT1G01670";"11.5394889009358";"7.68255309143342";"5.06406860914234";"12.5397698428033";"1.55499267342572";"6.53362333422436"
"AT1G01680";"43.8500578235559";"13.1700910138859";"47.7469326004849";"37.6193095284099";"21.7698974279601";"21.5609570029404"
"AT1G01690";"0";"13.1700910138859";"7.2343837273462";"4.82298840107819";"4.66497802027716";"0.653362333422436"
"AT1G01710";"47.3119044938366";"51.582856471053";"62.9391384279119";"36.6547118481942";"65.3096922838803";"62.7227840085539"
"AT1G01720";"245.791113589932";"238.159145834436";"81.748536119012";"251.759994536281";"219.253966953027";"130.019104351065"
"AT1G01725";"11.5394889009358";"16.4626137673573";"13.7453290819578";"17.3627582438815";"7.77496336712861";"14.3739713352936"
"AT1G01730";"57.6974445046788";"47.192826133091";"32.5547267730579";"82.9554004985448";"82.4146116915632";"70.5631320096231"
"AT1G01740";"6.92369334056146";"9.8775682604144";"7.2343837273462";"4.82298840107819";"3.10998534685144";"2.61344933368975"
"AT1G01770";"15.0013355712165";"39.5102730416576";"35.4484802639964";"21.221148964744";"34.2098388153659";"29.4013050040096"
"AT1G01780";"21.925028911778";"77.9230384988247";"29.6609732821194";"18.3273559240971";"59.0897215901774";"16.3340583355609"
"AT1G01790";"121.164633459826";"91.0931295127106";"120.090769873947";"112.85792858523";"69.9746703041575";"92.1240890125635"
"AT1G01800";"69.2369334056146";"46.0953185486005";"67.2797686643196";"46.3006886503506";"35.7648314887916";"41.8151893390359"
"AT1G01810";"4.61579556037431";"2.19501516898098";"2.89375349093848";"5.78758608129383";"12.4399413874058";"3.26681166711218"
"AT1G01820";"118.856735679638";"114.140788787011";"125.878276855824";"166.875398677305";"161.719238036275";"154.193510687695"
"AT1G01830";"34.6184667028073";"44.9978109641101";"17.3625209456309";"11.5751721625877";"4.66497802027716";"7.84034800106924"
"AT1G01860";"32.3105689226201";"16.4626137673573";"231.500279275078";"15.4335628834502";"6.21997069370289";"88.8572773454514"
"AT1G01900";"16.1552844613101";"35.1202427036957";"40.5125488731387";"14.4689652032346";"18.6599120811087";"13.7206090018712"
"AT1G01910";"85.3922178669247";"64.7529474849389";"136.729852446843";"102.247354102858";"45.0947875293459";"131.979191351332"
"AT1G01920";"8.07764223065504";"4.39003033796196";"12.2984523364885";"20.2565512845284";"17.1049194076829";"16.3340583355609"
"AT1G01930";"45.0040067136495";"37.3152578726766";"15.192205827427";"38.5839072086255";"32.6548461419402";"19.6008700026731"
"AT1G01940";"5.76974445046788";"4.39003033796196";"18.0859593183655";"28.9379304064691";"15.5499267342572";"16.9874206689833"
"AT1G01950";"9.23159112074861";"8.78006067592391";"13.7453290819578";"15.4335628834502";"15.5499267342572";"17.6407830024058"
"AT1G01960";"79.6224734164568";"63.6554399004484";"115.750139637539";"89.7075842600543";"113.514465160078";"156.806960021385"
"AT1G01970";"73.8527289659889";"38.4127654571671";"34.7250418912617";"42.442297929488";"38.874816835643";"24.1744063366301"
"AT1G01990";"92.3159112074861";"159.138599751121";"141.070482683251";"99.3535610622107";"133.729369914612";"130.672466684487"
"AT1G02000";"12.6934377910293";"26.3401820277717";"53.5344395823619";"41.4777002492724";"57.5347289167517";"58.1492476745968"
"AT1G02010";"11.5394889009358";"26.3401820277717";"13.0218907092232";"1.92919536043128";"17.1049194076829";"14.3739713352936"
"AT1G02020";"71.5448311858018";"63.6554399004484";"95.4938652009698";"59.8050561733695";"99.5195310992462";"86.897190345184"
"AT1G02080";"129.242275690481";"107.555743280068";"126.601715228558";"139.866663631267";"206.814025565621";"189.475076692507"
"AT1G02090";"131.550173470668";"161.333614920102";"153.368935019739";"184.238156921187";"105.739501792949";"198.622149360421"
"AT1G02100";"46.1579556037431";"44.9978109641101";"34.7250418912617";"54.0174700920757";"34.2098388153659";"30.0546673374321"
"AT1G02110";"48.4658533839302";"30.7302123657337";"51.364124464158";"26.0441373658222";"29.5448607950887";"33.9748413379667"
"AT1G02120";"867.76956535037";"865.933484162996";"520.152189996192";"953.987105733265";"466.497802027716";"865.705091784728"
"AT1G02130";"63.4671889551467";"68.0454702384103";"106.345440791989";"44.3714932899193";"77.7496336712861";"80.3635670109597"
"AT1G02140";"191.555515755534";"181.088751440931";"287.928472348379";"194.848731403559";"138.394347934889";"228.02345436443"
"AT1G02145";"48.4658533839302";"26.3401820277717";"20.979712809304";"17.3627582438815";"27.989868121663";"18.9475076692507"
"AT1G02150";"87.7001156471118";"81.2155612522962";"146.857989665128";"56.9112631327226";"49.7597655496231";"104.53797334759"
"AT1G02160";"105.009348998515";"79.0205460833152";"26.0437814184463";"55.946665452507";"34.2098388153659";"27.4412180037423"
"AT1G02170";"281.563529182833";"218.404009313607";"216.308073447651";"321.211027511807";"304.778563991441";"410.964907722712"
"AT1G02180";"4.61579556037431";"1.09750758449049";"14.4687674546924";"0.964597680215638";"6.21997069370289";"1.96008700026731"
"AT1G02190";"10.3855400108422";"4.39003033796196";"2.89375349093848";"2.89379304064691";"17.1049194076829";"1.30672466684487"
"AT1G02205";"462.733504927524";"525.706132970944";"733.566509952904";"347.25516487763";"295.448607950887";"257.42475936844"
"AT1G02220";"19.6171311315908";"20.8526441053193";"15.192205827427";"22.1857466449597";"41.9848021824945";"9.80043500133655"
"AT1G02230";"4.61579556037431";"2.19501516898098";"1.44687674546924";"7.7167814417251";"0";"5.22689866737949"
"AT1G02260";"8.07764223065504";"40.6077806261481";"28.2140965366502";"11.5751721625877";"37.3198241622173";"21.5609570029404"
"AT1G02270";"86.5461667570183";"124.018357047425";"203.286182738428";"111.893330905014";"150.834289322295";"169.874206689833"
"AT1G02280";"35.7724155929009";"62.5579323159579";"47.0234942277503";"43.4068956097037";"23.3248901013858";"15.027333668716"
"AT1G02290";"26.5408244721523";"7.68255309143342";"16.6390825728963";"1.92919536043128";"6.21997069370289";"14.3739713352936"
"AT1G02300";"77.3145756362696";"91.0931295127106";"41.9594256186079";"23.1503443251753";"24.8798827748115";"26.1344933368975"
"AT1G02305";"185.785771305066";"183.283766609912";"141.793921055985";"161.087812596011";"102.629516446098";"101.9245240139"
"AT1G02330";"50.7737511641174";"48.2903337175815";"38.3422337549348";"37.6193095284099";"46.6497802027716";"38.5483776719237"
"AT1G02335";"20.7710800216844";"5.48753792245245";"12.2984523364885";"22.1857466449597";"32.6548461419402";"15.6806960021385"
"AT1G02360";"15.0013355712165";"14.2675985983764";"19.5328360638347";"81.9908028183292";"143.059325955166";"208.422584361757"
"AT1G02370";"4.61579556037431";"8.78006067592391";"3.6171918636731";"3.85839072086255";"0";"6.53362333422436"
"AT1G02390";"27.6947733622458";"34.0227351192052";"95.4938652009698";"22.1857466449597";"77.7496336712861";"72.5232190098904"
"AT1G02400";"33.4645178127137";"25.2426744432813";"24.5969046729771";"49.1944816909975";"138.394347934889";"77.0967553438475"
"AT1G02405";"12.6934377910293";"12.0725834293954";"9.40469884555005";"8.68137912194074";"29.5448607950887";"13.0672466684487"
"AT1G02410";"38.080313373088";"43.9003033796196";"27.4906581639155";"21.221148964744";"26.4348754482373";"18.2941453358282"
"AT1G02420";"8.07764223065504";"9.8775682604144";"3.6171918636731";"3.85839072086255";"4.66497802027716";"1.30672466684487"
"AT1G02430";"0";"0";"2.17031511820386";"7.7167814417251";"4.66497802027716";"9.14707266791411"
"AT1G02450";"76.1606267461761";"41.7052882106386";"59.3219465642388";"174.59218011903";"94.854553078969";"36.5882906716564"
"AT1G02460";"30.002671142433";"51.582856471053";"85.3657279826851";"83.9199981787605";"83.969604364989";"128.71237968422"
"AT1G02475";"549.279671684542";"444.490571718648";"372.570761958329";"441.785737538762";"514.702574903914";"307.080296708545"
"AT1G02500";"561.973109475572";"388.517684909633";"1841.15065860961";"929.872163727875";"747.951475917772";"3302.09323311699"
"AT1G02520";"0";"4.39003033796196";"2.17031511820386";"14.4689652032346";"38.874816835643";"5.88026100080193"
"AT1G02560";"372.725491500225";"276.571911291603";"467.341188786564";"224.751259490244";"200.594054871918";"318.187456376727"
"AT1G02610";"31.1566200325266";"14.2675985983764";"3.6171918636731";"3.85839072086255";"6.21997069370289";"5.88026100080193"
"AT1G02620";"6.92369334056146";"5.48753792245245";"2.17031511820386";"0";"1.55499267342572";"5.22689866737949"
"AT1G02660";"72.6987800758953";"17.5601213518478";"10.8515755910193";"34.725516487763";"43.5397948559202";"26.7878556703199"
"AT1G02680";"23.0789778018715";"28.5351971967527";"106.345440791989";"19.2919536043128";"35.7648314887916";"109.111509681547"
"AT1G02690";"2.30789778018715";"37.3152578726766";"6.51094535461158";"5.78758608129383";"29.5448607950887";"1.30672466684487"
"AT1G02710";"4.61579556037431";"34.0227351192052";"22.4265895547732";"23.1503443251753";"27.989868121663";"22.2143193363628"
"AT1G02720";"45.0040067136495";"55.972886809015";"81.748536119012";"48.2298840107819";"87.0795897118404";"50.96226200695"
"AT1G02740";"3.46184667028073";"5.48753792245245";"15.9156442001616";"5.78758608129383";"37.3198241622173";"19.6008700026731"
"AT1G02750";"15.0013355712165";"6.58504550694294";"25.3203430457117";"28.9379304064691";"24.8798827748115";"16.9874206689833"
"AT1G02780";"814.687916406065";"689.234763060027";"707.522728534458";"668.466192389437";"454.057860640311";"1150.57106915691"
"AT1G02816";"34.6184667028073";"25.2426744432813";"14.4687674546924";"32.7963211273317";"46.6497802027716";"18.9475076692507"
"AT1G02820";"21.925028911778";"17.5601213518478";"44.1297407368118";"9.64597680215638";"12.4399413874058";"20.2542323360955"
"AT1G02840";"73.8527289659889";"69.1429778229008";"83.1954128644813";"89.7075842600543";"63.7546996104546";"120.218669349728"
"AT1G02850";"28.8487222523394";"30.7302123657337";"20.979712809304";"20.2565512845284";"10.88494871398";"20.907594669518"
"AT1G02860";"16.1552844613101";"32.9252275347147";"8.68126047281543";"11.5751721625877";"20.2149047545344";"10.453797334759"
"AT1G02870";"28.8487222523394";"27.4376896122622";"28.9375349093848";"12.5397698428033";"27.989868121663";"30.0546673374321"
"AT1G02880";"34.6184667028073";"31.8277199502242";"28.9375349093848";"19.2919536043128";"32.6548461419402";"33.3214790045443"
"AT1G02890";"117.702786789545";"151.456046659688";"130.942345464966";"156.264824194933";"153.944274669146";"136.552727685289"
"AT1G02910";"84.2382689768311";"61.4604247314674";"120.814208246681";"52.0882747316444";"21.7698974279601";"138.512814685557"
"AT1G02920";"234.251624688996";"159.138599751121";"342.186350303475";"1771.96593855613";"1520.78283461036";"2913.99600706407"
"AT1G02930";"1292.42275690481";"836.300779381753";"970.130857837125";"4141.01784116573";"5537.32891006899";"4816.5871219902"
"AT1G02950";"17.3092333514036";"15.3651061828668";"2.89375349093848";"4.82298840107819";"1.55499267342572";"2.61344933368975"
"AT1G02960";"27.6947733622458";"9.8775682604144";"10.1281372182847";"22.1857466449597";"6.21997069370289";"6.53362333422436"
"AT1G02990";"41.5421600433688";"43.9003033796196";"26.7672197911809";"35.6901141679786";"32.6548461419402";"25.481131003475"
"AT1G03000";"39.2342622631816";"32.9252275347147";"23.8734663002424";"23.1503443251753";"40.4298095090688";"34.6282036713891"
"AT1G03030";"25.3868755820587";"10.9750758449049";"31.8312884003233";"32.7963211273317";"45.0947875293459";"38.5483776719237"
"AT1G03040";"136.165969031042";"102.068205357615";"216.308073447651";"178.450570839893";"146.169311302018";"207.115859694912"
"AT1G03055";"4.61579556037431";"37.3152578726766";"9.40469884555005";"6.75218376150946";"1.55499267342572";"3.26681166711218"
"AT1G03060";"46.1579556037431";"55.972886809015";"46.3000558550157";"87.778388899623";"46.6497802027716";"94.0841760128308"
"AT1G03080";"242.329266919651";"201.94139554625";"99.1110570646429";"217.999075728734";"231.693908340433";"145.699800353203"
"AT1G03090";"25.3868755820587";"16.4626137673573";"24.5969046729771";"24.1149420053909";"13.9949340608315";"24.1744063366301"
"AT1G03110";"21.925028911778";"12.0725834293954";"7.2343837273462";"0.964597680215638";"10.88494871398";"7.1869856676468"
"AT1G03130";"7703.76279026472";"4427.34559583463";"6085.56359144362";"5395.95942312628";"5863.8773714884";"4855.13549966212"
"AT1G03140";"115.394889009358";"94.3856522661821";"60.768823309708";"136.972870590621";"80.8596190181375";"82.323654011227"
"AT1G03150";"33.4645178127137";"24.1451668587908";"19.5328360638347";"39.5485048888411";"20.2149047545344";"39.2017400053462"
"AT1G03160";"92.3159112074861";"100.970697773125";"181.58303155639";"87.778388899623";"85.5245970384147";"144.393075686358"
"AT1G03190";"8.07764223065504";"15.3651061828668";"16.6390825728963";"11.5751721625877";"13.9949340608315";"22.2143193363628"
"AT1G03200";"8.07764223065504";"1.09750758449049";"7.95782210008082";"2.89379304064691";"17.1049194076829";"8.49371033449167"
"AT1G03210";"61.1592911749596";"13.1700910138859";"42.6828639913426";"32.7963211273317";"20.2149047545344";"43.1219140058808"
"AT1G03220";"432.730833785091";"316.082184333261";"125.878276855824";"300.954476227279";"447.837889946608";"535.103751072975"
"AT1G03230";"99.2396045480476";"68.0454702384103";"88.2594814736236";"98.388963381995";"147.724303975444";"137.206090018712"
"AT1G03250";"57.6974445046788";"28.5351971967527";"39.0656721276695";"51.1236770514288";"41.9848021824945";"37.2416530050789"
"AT1G03260";"8.07764223065504";"17.5601213518478";"31.1078500275886";"17.3627582438815";"10.88494871398";"32.0147543376994"
"AT1G03280";"80.7764223065504";"51.582856471053";"24.5969046729771";"55.946665452507";"76.1946409978604";"29.4013050040096"
"AT1G03290";"106.163297888609";"59.2654095624864";"72.343837273462";"136.008272910405";"87.0795897118404";"92.777451345986"
"AT1G03310";"71.5448311858018";"70.2404854073913";"62.9391384279119";"24.1149420053909";"41.9848021824945";"22.2143193363628"
"AT1G03330";"32.3105689226201";"27.4376896122622";"24.5969046729771";"48.2298840107819";"24.8798827748115";"23.5210440032077"
"AT1G03350";"88.8540645372054";"107.555743280068";"71.6203989007273";"74.2740213766041";"52.8697508964745";"84.2837410114943"
"AT1G03360";"4.61579556037431";"2.19501516898098";"7.95782210008082";"7.7167814417251";"9.32995604055433";"11.7605220016039"
"AT1G03370";"188.093669085253";"103.165712942106";"120.814208246681";"278.768729582319";"138.394347934889";"241.744063366301"
"AT1G03380";"81.9303711966439";"54.8753792245245";"62.2157000551773";"60.7696538535852";"65.3096922838803";"65.9895956756661"
"AT1G03400";"60.005342284866";"34.0227351192052";"207.626812974836";"87.778388899623";"60.6447142636031";"197.315424693576"
"AT1G03410";"9.23159112074861";"6.58504550694294";"5.78750698187696";"6.75218376150946";"12.4399413874058";"5.88026100080193"
"AT1G03430";"51.927700054211";"48.2903337175815";"33.2781651457925";"17.3627582438815";"12.4399413874058";"24.8277686700526"
"AT1G03440";"38.080313373088";"20.8526441053193";"41.9594256186079";"17.3627582438815";"23.3248901013858";"28.7479426705872"
"AT1G03457";"6.92369334056146";"6.58504550694294";"0.72343837273462";"0";"10.88494871398";"5.22689866737949"
"AT1G03470";"1.15394889009358";"10.9750758449049";"2.17031511820386";"11.5751721625877";"6.21997069370289";"1.96008700026731"
"AT1G03475";"477.734840498741";"532.291178477887";"519.428751623457";"430.210565376174";"283.008666563481";"451.473372394904"
"AT1G03495";"0";"3.29252275347147";"5.06406860914234";"0.964597680215638";"6.21997069370289";"6.53362333422436"
"AT1G03510";"1.15394889009358";"10.9750758449049";"6.51094535461158";"1.92919536043128";"4.66497802027716";"1.96008700026731"
"AT1G03520";"18.4631822414972";"25.2426744432813";"19.5328360638347";"20.2565512845284";"18.6599120811087";"13.0672466684487"
"AT1G03530";"50.7737511641174";"93.2881446816916";"52.8110012096272";"50.1590793712132";"38.874816835643";"83.6303786780719"
"AT1G03550";"9.23159112074861";"18.6576289363383";"14.4687674546924";"7.7167814417251";"10.88494871398";"10.453797334759"
"AT1G03560";"16.1552844613101";"17.5601213518478";"10.1281372182847";"4.82298840107819";"0";"9.80043500133655"
"AT1G03590";"84.2382689768311";"37.3152578726766";"25.3203430457117";"49.1944816909975";"66.864684957306";"30.7080296708545"
"AT1G03600";"1882.09063974262";"1383.95706404251";"4222.70978165197";"1563.61283962955";"1651.40221917812";"1600.08435455155"
"AT1G03610";"140.781764591416";"114.140788787011";"48.4703709732195";"158.194019555365";"202.149047545344";"87.5505526786065"
"AT1G03630";"228.481880238528";"183.283766609912";"667.010179661319";"114.787123945661";"76.1946409978604";"220.836468696783"
"AT1G03680";"893.156440932428";"894.468681359749";"608.411671469815";"499.6615983517";"463.387816680865";"397.244298720841"
"AT1G03687";"16.1552844613101";"2.19501516898098";"14.4687674546924";"3.85839072086255";"0";"8.49371033449167"
"AT1G03730";"20.7710800216844";"26.3401820277717";"26.0437814184463";"39.5485048888411";"57.5347289167517";"34.6282036713891"
"AT1G03740";"100.393553438141";"73.5330081608628";"104.89856404652";"180.379766200324";"149.279296648869";"173.794380690368"
"AT1G03750";"26.5408244721523";"21.9501516898098";"18.0859593183655";"9.64597680215638";"18.6599120811087";"12.4138843350263"
"AT1G03760";"19.6171311315908";"26.3401820277717";"18.8093976911001";"27.9733327262535";"4.66497802027716";"24.8277686700526"
"AT1G03770";"8.07764223065504";"1.09750758449049";"5.06406860914234";"5.78758608129383";"12.4399413874058";"9.80043500133655"
"AT1G03820";"5.76974445046788";"21.9501516898098";"8.68126047281543";"3.85839072086255";"10.88494871398";"0"
"AT1G03830";"8.07764223065504";"35.1202427036957";"8.68126047281543";"8.68137912194074";"27.989868121663";"5.22689866737949"
"AT1G03850";"98.085655657954";"32.9252275347147";"50.6406860914234";"154.335628834502";"52.8697508964745";"117.605220016039"
"AT1G03860";"64.6211378452403";"42.8027957951291";"131.665783837701";"135.043675230189";"135.284362588038";"152.88678602085"
"AT1G03870";"45.0040067136495";"52.6803640555435";"39.7891105004041";"10.610574482372";"7.77496336712861";"23.5210440032077"
"AT1G03900";"173.092333514037";"117.433311540482";"162.773633865289";"171.698387078383";"130.619384567761";"239.783976366034"
"AT1G03910";"108.471195668796";"72.4355005763723";"70.8969605279927";"108.034940184151";"88.6345823852661";"67.9496826759334"
"AT1G03930";"51.927700054211";"48.2903337175815";"41.9594256186079";"43.4068956097037";"27.989868121663";"46.388725672993"
"AT1G03940";"0";"3.29252275347147";"5.06406860914234";"4.82298840107819";"4.66497802027716";"4.57353633395705"
"AT1G03950";"47.3119044938366";"36.2177502881861";"43.4063023640772";"46.3006886503506";"49.7597655496231";"42.4685516724584"
"AT1G03960";"34.6184667028073";"14.2675985983764";"23.8734663002424";"16.3981605636658";"23.3248901013858";"18.2941453358282"
"AT1G03970";"32.3105689226201";"26.3401820277717";"53.5344395823619";"19.2919536043128";"35.7648314887916";"54.8824360074847"
"AT1G03990";"4.61579556037431";"0";"5.06406860914234";"3.85839072086255";"10.88494871398";"5.22689866737949"
"AT1G04000";"47.3119044938366";"85.6055915902582";"22.4265895547732";"59.8050561733695";"49.7597655496231";"24.1744063366301"
"AT1G04010";"18.4631822414972";"24.1451668587908";"16.6390825728963";"11.5751721625877";"31.0998534685144";"20.907594669518"
"AT1G04030";"0";"17.5601213518478";"5.06406860914234";"1.92919536043128";"12.4399413874058";"1.30672466684487"
"AT1G04040";"28.8487222523394";"36.2177502881861";"26.7672197911809";"10.610574482372";"1.55499267342572";"16.9874206689833"
"AT1G04070";"1.15394889009358";"3.29252275347147";"20.2562744365693";"27.9733327262535";"21.7698974279601";"17.6407830024058"
"AT1G04080";"86.5461667570183";"97.6781750196535";"164.943948983493";"120.574710026955";"60.6447142636031";"156.153597687962"
"AT1G04100";"2.30789778018715";"1.09750758449049";"7.2343837273462";"14.4689652032346";"15.5499267342572";"3.92017400053462"
"AT1G04120";"113.086991229171";"83.4105764212772";"122.261084992151";"176.521375479462";"214.58898893275";"201.23559869411"
"AT1G04130";"4.61579556037431";"15.3651061828668";"33.2781651457925";"11.5751721625877";"18.6599120811087";"15.6806960021385"
"AT1G04140";"65.7750867353339";"103.165712942106";"172.178332710839";"124.433100747817";"66.864684957306";"287.479426705872"
"AT1G04160";"0";"4.39003033796196";"4.34063023640772";"8.68137912194074";"0";"15.027333668716"
"AT1G04170";"122.318582349919";"84.5080840057677";"161.32675711982";"88.7429865798387";"132.174377241186";"158.11368468823"
"AT1G04190";"24.2329266919651";"23.0476592743003";"31.8312884003233";"17.3627582438815";"21.7698974279601";"22.8676816697853"
"AT1G04200";"24.2329266919651";"27.4376896122622";"37.6187953822002";"30.8671257669004";"43.5397948559202";"41.8151893390359"
"AT1G04210";"20.7710800216844";"27.4376896122622";"43.4063023640772";"60.7696538535852";"54.4247435699003";"52.2689866737949"
"AT1G04220";"174.24628240413";"233.769115496474";"156.262688510678";"162.052410276227";"213.033996259324";"70.5631320096231"
"AT1G04230";"16.1552844613101";"16.4626137673573";"12.2984523364885";"27.0087350460379";"13.9949340608315";"11.1071596681814"
"AT1G04240";"24.2329266919651";"36.2177502881861";"26.7672197911809";"15.4335628834502";"7.77496336712861";"7.1869856676468"
"AT1G04250";"20.7710800216844";"19.7551365208288";"13.0218907092232";"7.7167814417251";"7.77496336712861";"3.26681166711218"
"AT1G04260";"61.1592911749596";"44.9978109641101";"122.261084992151";"66.557239934879";"94.854553078969";"145.699800353203"
"AT1G04270";"234.251624688996";"246.93920651036";"394.997351513102";"265.2643620593";"292.338622604036";"331.254703045175"
"AT1G04280";"36.9263644829945";"26.3401820277717";"15.9156442001616";"45.336090970135";"13.9949340608315";"22.2143193363628"
"AT1G04290";"30.002671142433";"42.8027957951291";"22.4265895547732";"18.3273559240971";"48.2047728761974";"20.907594669518"
"AT1G04300";"125.7804290202";"178.89373627195";"279.247211875563";"162.052410276227";"216.143981606175";"307.733659041968"
"AT1G04310";"15.0013355712165";"6.58504550694294";"3.6171918636731";"7.7167814417251";"0";"5.88026100080193"
